"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"72","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Gute Bleistifte","Mr. & Mrs. H","Ich mag diese Bleistifte sehr. Bei den meisten billigen Stiften ist das Problem, dass das Holz zu weich ist und beim spitzen ausbricht. Aber diese hier haben eine sehr gute Qualität  und schreiben ebenfalls  einwandfrei (richtiger Härtegrad der Mine).","Reviewed in Germany on 30 April 2018","5.0 out of 5 stars","Verified Purchase"
"73","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Ottimo acquisto","Milena Pellizzardi","Matite perfette, ottimo rapporto qualità-prezzo e imballaggio ridotto al minimo, che assolve comunque al suo compito ma con minor utilizzo di plastica. particolare da non trascurare. Consigliate senz'altro!","Reviewed in Italy on 1 April 2019","5.0 out of 5 stars","Verified Purchase"
"74","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Reasonably priced","Jamie.Horn","All the pencils were lose in the envelope other supply put them in bags which is handy","Reviewed in the United Kingdom on 5 November 2023","5.0 out of 5 stars","Verified Purchase"
"75","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Gran calidad","Fletcher","Excelente calidad a un precio incomparable. Tendré lápices para toda la vida, por la gran cantidad que trae el paquete. La calidad es comparable a los lápices de marcas conocidas que cuestan dos o tres veces más.","Reviewed in Spain on 10 October 2019","4.0 out of 5 stars","Verified Purchase"
"76","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Perfectos","LadyRoci","50 lápices Staedtler por este precio no los encuentras en ningún sitio. De momento la calidad yo veo que es la de siempre, no se rompe la mina, escriben perfectamente...","Reviewed in Spain on 17 March 2019","5.0 out of 5 stars","Verified Purchase"
"77","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Just as described","BOLD BOLD","Just as described","Reviewed in the United Kingdom on 1 February 2024","5.0 out of 5 stars","Verified Purchase"
"78","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Satisfaite","Client d'Amazon","Bon rapport qualité prix","Reviewed in France on 5 July 2019","5.0 out of 5 stars","Verified Purchase"
"79","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","viel Bleistift für wenig Geld","Andrea Wiedel","Ich habe jahrelang mit den Faber Castell Druckbleistiften geschrieben. Aber relativ schnell funktioniert da die Technik nicht mehr. Außerdem war ich es leid, immer nach Bleistiften zu suchen. Jetzt habe ich genügend auf Vorrat, kann auch mal einen verlieren. Habe Spitzer und Radiergummi gleich mitbestellt.ein sehr schönes Schreibgefühl, liegen gut in der Hand und man kann gut damit schreiben.","Reviewed in Germany on 9 August 2018","5.0 out of 5 stars","Verified Purchase"
"80","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Cancelleria","Paola","Ottima matita","Reviewed in Italy on 19 July 2022","5.0 out of 5 stars","Verified Purchase"
"81","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","C’est magnifique","Ayadi saddek","C’est magnifique","Reviewed in France on 15 September 2018","4.6 out of 5 stars","Verified Purchase"
"82","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Nur 49 Bleistifte geliefert!","Susanne","Es wurden nur 49 Bleistifte geliefert. Bleistifte ansonsten wie gewohnt","Reviewed in Germany on 21 January 2023","5.0 out of 5 stars","Verified Purchase"
"83","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Promot","Received quickly and well pleased thankyou","No issues fast and reliable","Reviewed in the United Kingdom on 24 October 2023","3.0 out of 5 stars","Verified Purchase"
"84","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Ottime","cristina","Perfette... arrivate integre. Aggiungo foto, spero possa essere utile.","Reviewed in Italy on 27 May 2021","5.0 out of 5 stars","Verified Purchase"
"85","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","No son HB 2","cristina","No es el producto que se promociona,son HB,no HB 2 y hay una pequeña diferencia, son más blandos,para lo que yo quiero no sirven.","Reviewed in Spain on 3 November 2023","5.0 out of 5 stars","Verified Purchase"
"86","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Lapices","Bastren Carpintería Ebanistería SL","Los de toda la vida","Reviewed in Spain on 31 January 2019","5.0 out of 5 stars","Verified Purchase"
"87","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Così cosi","David","Articolo rispecchia la descrizione spedito male con un sacchetto di plastica e la classica scatola di Amazon che permetteva alle matite di muoversi all interno e di rompere le mine","Reviewed in Italy on 9 November 2019","1.0 out of 5 stars","Verified Purchase"
"88","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Gutes Produkt","Beppe","Gerne wieder","Reviewed in Germany on 20 March 2022","3.0 out of 5 stars","Verified Purchase"
"89","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Quelle lot...","Schießl Thomas","Lot de 40 crayon très pratique quand on a trois enfants a l'école qui doivent ecrire au crayon. En revanche pas sur de la qualité du bois de tous le lot a voir avec le temps et surtout l'usage.","Reviewed in France on 10 September 2017","3.0 out of 5 stars","Verified Purchase"
"90","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Listed as pencils ...pencils arrived","maman06","Well what really can you say about a box of pencils that have been put away ready for September.... my eldest nephew is moving up to secondary school... boo hoo ...however back to the pencils well they arrived within a day or two of ordering. They were in a ziplock bag not a standard pencil box (which not massive deal as obviously cuts postage & costs down for company and purchasers. For those complaining look on the bright side they could of been loose)Once again back to the actual pencils.....they were  Staedtler Noris school yellow ,black striped hb pencils! All 50 were accounted for and all sharp!Now as for them doing as should I can only comment on the 2 I tested and the 5 I have already borrowed, they worked well and wrote what I told them to, but I guess they could of made my handwriting a little neater but at this price I can't complain!!!Now I'll have to come back at a later date to update you on how well the pencils sharpened and how often they needed to be sharpened! Will also update any news on the performance of the rest of the set!!","Reviewed in the United Kingdom on 20 June 2017","5.0 out of 5 stars","Verified Purchase"
"91","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Came intact","Garfield","All pencils came intact although some needed sharpenning","Reviewed in the United Kingdom on 18 October 2023","4.6 out of 5 stars","Verified Purchase"
"92","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Good value","Penny Hazeldine","Ideal for shoebox gift","Reviewed in the United Kingdom on 15 June 2023","3.0 out of 5 stars","Verified Purchase"
"93","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Mal empaquetado (muy sucio)","Edu","Los lápices bien sucísimos todos. Es imposible usarlos sin mancharse y hay que lavarse las manos. Lo terrible es que son 50 unidades y vamos a tardar en gastarlos.  Los niños no tienen cuidado y me pondrán las paredes perdidas. El problema es la bolsa en la que vienen (negra/gris) que debe estar muy sucia de grafito o similar. Toda la caña del lapiz está sucia y al pasar el dedo con fuerza te lo llevas todo.","Reviewed in Spain on 5 July 2023","4.0 out of 5 stars","Verified Purchase"
"94","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","As expected","Amazon Customer","Exactly what I was expecting","Reviewed in the United Kingdom on 23 April 2023","2.0 out of 5 stars","Verified Purchase"
"95","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Not what they used to be.","M. Fordham","I’ve bought these previously and they were top quality, made from cedar wood, pencils. The latest batch are made from ‘upcycled wood’, a grey composite which just won’t sharpen cleanly even with the official Staedtler pencil sharpener. Disappointing drop in quality.","Reviewed in the United Kingdom on 6 July 2023","5.0 out of 5 stars","Verified Purchase"
"96","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Great Value","Oliver","Great value. Having 50 means I don't have to sharpen any for a while which is convenient.","Reviewed in the United Kingdom on 18 January 2023","2.0 out of 5 stars","Verified Purchase"
"97","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Poor condition, looks mouldy","Amazon Customer","Pencils arrived awful black stains on them and can’t be cleaned off. Am trying to return","Reviewed in the United Kingdom on 6 November 2023","5.0 out of 5 stars","Verified Purchase"
"98","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Poor","Amazon Customer","I’ve used Staedtler pencils for +20 years in my classes as they are always consistent on quality. These pencils do not share any of the qualities I’m used to - they are almost impossible to sharpen: lead breaks easily and blunts far too quickly. I won’t be buying from this source again. Disappointing.","Reviewed in the United Kingdom on 20 August 2023","1.0 out of 5 stars","Verified Purchase"
"99","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Brilliant deal","Laura Jinni","This excellent product at a very good deal price","Reviewed in the United Kingdom on 16 September 2022","1.0 out of 5 stars","Verified Purchase"
"100","STAEDTLER NORIS SCHOOL PENCILS HB [PACK OF 50) LOOSE","Goods arrived in perfect condition","Taggle","Yes these pencils are a bargain. At under £8 for 50 pencils it shows the mark up on  a leading Supermarket's 5 for £2,same pencils.This product comes in a white padded envelope and all pencils are bright and perfect condition. Having purchased these for a Primary School girl. These pencils should enable the pupil to do better at School.This German manufacturer is top quality and should give the means for studying and working hard at school etc.Full marks should be given to Amazon for stocking this item.So I'm giving these pencils a extra star. 6 stars. Highly recommended.","Reviewed in the United Kingdom on 30 March 2018","1.0 out of 5 stars","Verified Purchase"
"101","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Qualité","Fab","Crayons papier solide. Qualité au rdv. Conforme à la description.","Reviewed in France on 12 May 2023","4.7 out of 5 stars","Verified Purchase"
"102","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ótimo","Ótimo produto conforme anuncio","Produto excelente","Reviewed in Brazil on 27 January 2024","5.0 out of 5 stars","Verified Purchase"
"103","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ok","Despeghel","Ok","Reviewed in Belgium on 17 September 2023","5.0 out of 5 stars","Verified Purchase"
"104","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Really good quality","Fred","They don't break, they have a nice look and they are overall really nice. I would definitely recommend for back to school.","Reviewed in the United Kingdom on 14 September 2023","5.0 out of 5 stars","Verified Purchase"
"105","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Five Stars","lia","I love these pencils. The order came very fast and i am very happy with the product!","Reviewed in the United States on 28 August 2015","5.0 out of 5 stars","Verified Purchase"
"106","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","halt ein Office Produkt was nicht fehlen darf","Jens H.","sie sind sogar leicht biegbar und brechen nicht so schnell die Miene ist mir noch nie abgebrochen kaufe sie immer wieder","Reviewed in Germany on 20 August 2020","5.0 out of 5 stars","Verified Purchase"
"107","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Feels like wood but it isn't","Manuel","No problems so far. Looks like wood, feels like wood; but it's not wood. Pencils also write pretty good so everything is fine.","Reviewed in the Netherlands on 11 September 2023","5.0 out of 5 stars","Verified Purchase"
"108","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Calidad","Abel","Calidad y buen precio","Reviewed in Spain on 18 January 2024","5.0 out of 5 stars","Verified Purchase"
"109","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","La qualité","CHABROL-MIEN MARIE-LOUISE","Très bonne qualité. Vous pouvez en acheter.","Reviewed in France on 31 January 2020","5.0 out of 5 stars","Verified Purchase"
"110","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Five Stars","Stella","Nice thanks","Reviewed in the United States on 31 August 2016","5.0 out of 5 stars","Verified Purchase"
"111","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","Ótimos","Maria M.","Ótimos","Reviewed in Brazil on 9 January 2024","4.7 out of 5 stars","Verified Purchase"
"112","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","muy buena calidad","m","No se rompen, tienen un bonito aspecto y, en general, son muy bonitos. Sin duda lo recomendaría para la vuelta a clases.","Reviewed in Spain on 9 October 2023","5.0 out of 5 stars","Verified Purchase"
"113","BIC Evolution Original Pencils - Pack of 10 - All-Purpose, Extra- Resistant Erasable Pencils for Easy Drawing and Writing, black","emballage manquant : reçu en vrac dans une enveloppe","ROCHE Clotilde","Envoie rapide mais crayons reçu en vrac dans une enveloppe!!!!!très surprise de ce manque de soin dans l'emballage des crayonsProduit conforme a la description sauf emballage manquant","Reviewed in France on 25 July 2021","5.0 out of 5 stars","Verified Purchase"
