"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"101","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","qualit","fab","crayons papier solide qualit au rdv conforme  la description",2023-05-12,4,"verified purchase"
"102","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","timo","timo produto conforme anuncio","produto excelente",2024-01-27,5,"verified purchase"
"103","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","ok","despeghel","ok",2023-09-17,5,"verified purchase"
"104","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","really good quality","fred","they dont break they have a nice look and they are overall really nice i would definitely recommend for back to school",2023-09-14,5,"verified purchase"
"105","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","five stars","lia","i love these pencils the order came very fast and i am very happy with the product",2015-08-28,5,"verified purchase"
"106","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","halt ein office produkt was nicht fehlen darf","jens h","sie sind sogar leicht biegbar und brechen nicht so schnell die miene ist mir noch nie abgebrochen kaufe sie immer wieder",2020-08-20,5,"verified purchase"
"107","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","feels like wood but it isnt","manuel","no problems so far looks like wood feels like wood but its not wood pencils also write pretty good so everything is fine",2023-09-11,5,"verified purchase"
"108","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","calidad","abel","calidad y buen precio",2024-01-18,5,"verified purchase"
"109","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","la qualit","chabrolmien marielouise","trs bonne qualit vous pouvez en acheter",2020-01-31,5,"verified purchase"
"110","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","five stars","stella","nice thanks",2016-08-31,5,"verified purchase"
"111","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","timos","maria m","timos",2024-01-09,4,"verified purchase"
"112","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","muy buena calidad","m","no se rompen tienen un bonito aspecto y en general son muy bonitos sin duda lo recomendara para la vuelta a clases",2023-10-09,5,"verified purchase"
"113","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","emballage manquant  reu en vrac dans une enveloppe","roche clotilde","envoie rapide mais crayons reu en vrac dans une enveloppetrs surprise de ce manque de soin dans lemballage des crayonsproduit conforme a la description sauf emballage manquant",2021-07-25,5,"verified purchase"
"114","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","la qualit  ottima ","cliente amazon","ho comprato queste matite perch mi sto dedicando al disegno e voglio imparare a fare le illustrazioni a mano ho iniziato da poco dopo essere stato colpito dalle illustrazioni contenute allinterno del libro polaroid poetiche voli il disegno  una terapia e io voglio imparare a disegnare e crearela qualit ottima in quanto sono della bic ho intenzione di comprare un set professionale di matite ma queste per iniziare direi che sono ottime il prezzo  irrisorio solamente circa  euro",2024-01-23,3,"verified purchase"
"115","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","de beste potloden ter wereld","ralph zoontjens","er is wat mij betreft geen twijfel na honderden te hebben gebruikt dat dit de beste potloden ter wereld zijn ze zijn enigszins flexibel waardoor ze minder snel breken en goed werken voor gradaties aan te brengen het grafiet breekt bijna nooit en ze zijn goed tegen potloodbijters",2022-01-07,5,"verified purchase"
"116","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","qualit","lolo","pratique ce pack",2021-04-06,5,"verified purchase"
"117","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","super","bigmamabtch","preisleistung ist vllig in ordnung ber die langlebigkeit kann ich auch nur gutes sagen ein empfehlenswerter bleistift",2019-07-19,5,"verified purchase"
"118","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","all good","pillaf","as described decent pencils",2023-10-09,5,"verified purchase"
"119","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","cumple su funcin","ngeles bueno","justo lo que se esperaba",2023-10-12,5,"verified purchase"
"120","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","bom","elayne vieira","muito bom gostei bastante",2024-01-05,5,"verified purchase"
"121","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","bien","janet","les crayons ce balader dans la bote",2021-09-15,4,"verified purchase"
"122","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","five stars","jaymie l larson","great",2016-01-07,3,"verified purchase"
"123","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","goede potloden  hergebruikt materiaal","amazon customer","goede potloden maar de buitenschil is iets zachter dan echt hout  sterke binnenstift  bruikbaar ",2022-03-03,5,"verified purchase"
"124","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","alles prima","koper","alles prima",2021-09-14,4,"verified purchase"
"125","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","bic n no tem muito oque dizer ","rachel parreira","top",2023-11-03,5,"verified purchase"
"126","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","sin problemas","antonio m","parecen de buena calidad ",2023-10-07,5,"verified purchase"
"127","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","okay","sahra","finde ich fr zuhause okay fr schuhe ehrlich nicht qualitt okay",2023-05-03,4,"verified purchase"
"128","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","buoni","yosky","ottima qualit a un prezzo irrisorio",2024-01-08,4,"verified purchase"
"129","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","on ne peut pas le renvoyer  part payer plus cher les frais de retour que le produit lui mme","richard",NA,2023-03-26,5,"verified purchase"
"130","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","arnaque","richard","les crayons reu sans bote donc ne correspond pas comme en photo en plus trop cher en magasin on a trouv une bote de  crayons avec  eurtrs du",2020-08-20,1,"verified purchase"
"131","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","bien","nena","los mejores que e comprado y a buen precio",2023-09-01,4,"verified purchase"
"132","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","not really useful","joey","not really useful",2021-05-12,5,"verified purchase"
"133","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","ottime","merygreace","matite ottime e di buona qualitle usa mio figlio in prima elementare e scrivono bene nn si spezzano e sono resistentile consiglio",2023-12-10,4,"verified purchase"
"134","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","due","tolleron","la mine est vraiment dure ce qui  malgr le fait que ce soit des crayons hb dont normalement gras ets effaant facilement  laisse des traces et raye le papier",2013-02-04,5,"verified purchase"
"135","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","eu prefiro muito mais esses lpis do que os amadeirados","letcia lopes","eles tem um toque mais leve e no mancha a folha dependendo da borracha amo eles",2023-02-04,2,"verified purchase"
"136","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","rubbery  plasticky feel","letcia lopes","i bought these because they were cheap and brought me over the free delivery threshold i should have just paid delivery costs because these pencils have ended up going to the second hand shop  they dont feel nice to write or draw with theyre very rubbery  plasticky and i needed to press hard on the paper to get out a even a faint line",2022-04-23,5,"verified purchase"
"137","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","otimo","paul w","so bem em conta",2023-02-23,5,"verified purchase"
"138","bic evolution original pencils - pack of 10 - all-purpose, extra- resistant erasable pencils for easy drawing and writing, black","recomendable","minha beb quase nem usou no gostei muito pra ser sincera","me ha gustado mucho estos lpiceslos compr para mi hijo que usa mucho el lpiztiene un buen trazo y es resistente cuando le sacas punta",2019-11-24,1,"verified purchase"
